"    
                            龍寶臻邸公寓大廈管理委員會
                            
                        ","
電話  04-7122-357
                    
                        地址  彰化縣彰化市中山路一段344號
                    
                        瀏覽  265
                        
"
"    
                            龍家族公寓大廈管理委員會
                            
                        ","
電話  04-7637-533
                    
                        地址  彰化縣彰化市天祥路319巷1號1樓
                    
                        瀏覽  293
                        
"
"    
                            龍大第管理委員會
                            
                        ","
電話  04-7611-817
                    
                        地址  彰化縣彰化市四維路69巷1弄1號
                    
                        瀏覽  232
                        
"
"    
                            鼎和陽光城市公寓大廈管理委員會
                            
                        ","
電話  04-7630-376
                    
                        地址  彰化縣彰化市中正路二段765號
                    
                        瀏覽  364
                        
"
"    
                            鹿港鎮館前街傳家堡公寓大廈管理委員會
                            
                        ","
電話  04-7769-116
                    
                        地址  彰化縣鹿港鎮館前路48巷3號
                    
                        瀏覽  281
                        
"
"    
                            高第公寓大廈管理維護股份有限公司
                            
                        ","
電話  04-7616-669
                    
                        地址  彰化縣彰化市崙美路60巷12號
                    
                        瀏覽  154
                        
"
"    
                            靜崗磐石公寓大廈管理委員會
                            
                        ","
電話  04-7121-329
                    
                        地址  彰化縣彰化市埔市街99號
                    
                        瀏覽  283
                        
"
"    
                            雅築公寓大廈管理維護有限公司
                            
                        ","
電話  04-7618-763
                    
                        地址  彰化縣彰化市中央路184號14樓之2
                    
                        瀏覽  229
                        
"
"    
                            雅國天地管理委員會
                            
                        ","
電話  04-7619-869
                    
                        地址  彰化縣彰化市天祥路215巷36號之1
                    
                        瀏覽  361
                        
"
"    
                            大墅社區管理委員會
                            
                        ","
電話  04-7238-186
                    
                        地址  彰化縣彰化市金馬路三段183巷30弄2號
                    
                        瀏覽  300
                        
"
"    
                            陽光林園大樓管理委員會
                            
                        ","
電話  04-7285-495
                    
                        地址  彰化縣彰化市三民路403巷2弄1號之4
                    
                        瀏覽  285
                        
"
"    
                            錦繡華廈二期管理委員會
                            
                        ","
電話  04-7770-593
                    
                        地址  彰化縣鹿港鎮永春街107號
                    
                        瀏覽  255
                        
"
"    
                            釜安企業大樓管理委員會
                            
                        ","
電話  04-7615-369
                    
                        地址  彰化縣彰化市中華西路369號守衛室
                    
                        瀏覽  975
                        
"
"    
                            金馬大鎮一期管理委員會
                            
                        ","
電話  04-7289-153
                    
                        地址  彰化縣彰化市金馬路三段95巷1號
                    
                        瀏覽  286
                        
"
"    
                            金馬大鎮一期管理委員會
                            
                        ","
電話  04-7289-176
                    
                        地址  彰化縣彰化市金馬路三段95巷15號1樓
                    
                        瀏覽  969
                        
"
"    
                            金馬商務天廈管理委員會
                            
                        ","
電話  04-7633-342
                    
                        地址  彰化縣彰化市金馬路三段439號1樓警衛室
                    
                        瀏覽  701
                        
"
"    
                            達軒桂冠公寓大廈管理委員會
                            
                        ","
電話  04-7248-567
                    
                        地址  彰化縣彰化市中山路二段885號
                    
                        瀏覽  374
                        
"
"    
                            進士國寶公寓大廈管理委員會
                            
                        ","
電話  04-7744-211
                    
                        地址  彰化縣鹿港鎮萬壽路215號1樓
                    
                        瀏覽  283
                        
"
"    
                            迪斯奈社區管理委員會
                            
                        ","
電話  04-7126-507
                    
                        地址  彰化縣彰化市延平路221巷28弄1號1樓
                    
                        瀏覽  432
                        
"
"    
                            財經巨人管理委員會
                            
                        ","
電話  04-7633-891
                    
                        地址  彰化縣彰化市中央路184號
                    
                        瀏覽  379
                        
"
"    
                            諾貝爾公寓大廈管理委員會
                            
                        ","
電話  04-7519-847
                    
                        地址  彰化縣彰化市平和十三街66號之1
                    
                        瀏覽  263
                        
"
"    
                            誠品晶華公寓大廈管理委員會
                            
                        ","
電話  04-7202-579
                    
                        地址  彰化縣彰化市中興路146號
                    
                        瀏覽  418
                        
"
"    
                            藝術臻堡社區管理委員會
                            
                        ","
電話  04-8812-023
                    
                        地址  彰化縣溪湖鎮水源街20號
                    
                        瀏覽  315
                        
"
"    
                            藝術國寶社區管理委員會
                            
                        ","
電話  04-7765-457
                    
                        地址  彰化縣鹿港鎮育民街16巷6號
                    
                        瀏覽  217
                        
"
"    
                            英倫四季社區管理委員會
                            
                        ","
電話  04-8369-166
                    
                        地址  彰化縣員林鎮建國路70巷1弄1號
                    
                        瀏覽  500
                        
"
"    
                            自然公園社區管理委員會
                            
                        ","
電話  04-8383-166
                    
                        地址  彰化縣員林鎮田中央巷11號之6
                    
                        瀏覽  292
                        
"
"    
                            翰林綠邑社區公寓大廈管理委員會
                            
                        ","
電話  04-7367-018
                    
                        地址  彰化縣彰化市泰安二街168巷2號
                    
                        瀏覽  465
                        
"
"    
                            翡冷翠山水大廈管理委員會
                            
                        ","
電話  04-7262-232
                    
                        地址  彰化縣彰化市中山路二段948號1樓
                    
                        瀏覽  1323
                        
"
"    
                            李敏
                            
                        ","
電話  04-8234-588
                    
                        地址  彰化縣永靖鄉裕農路82巷16號
                    
                        瀏覽  164
                        
"
"    
                            精工宴社區管理委員會
                            
                        ","
電話  04-7126-995
                    
                        地址  彰化縣彰化市中山路一段406號
                    
                        瀏覽  262
                        
"
"    
                            第一寶座公寓大夏管理委員會
                            
                        ","
電話  04-8331-169
                    
                        地址  彰化縣員林鎮民生路47號
                    
                        瀏覽  305
                        
"
"    
                            真璽社區管理委員會
                            
                        ","
電話  04-7780-036
                    
                        地址  彰化縣鹿港鎮春暉街53巷2號
                    
                        瀏覽  257
                        
"
"    
                            皇家公園管理委員會
                            
                        ","
電話  04-7875-733
                    
                        地址  彰化縣花壇鄉中正東街81巷1號
                    
                        瀏覽  342
                        
"
"    
                            獅子王公寓大廈管理委員會
                            
                        ","
電話  04-7512-610
                    
                        地址  彰化縣彰化市崙平南路272號
                    
                        瀏覽  315
                        
"
"    
                            漢鎮羅馬公寓大廈管理委員會
                            
                        ","
電話  04-7576-291
                    
                        地址  彰化縣和美鎮道周路532號1樓
                    
                        瀏覽  350
                        
"
"    
                            海頓公園管理委員會
                            
                        ","
電話  04-7128-400
                    
                        地址  彰化縣花壇鄉白沙村觀音巷80弄6號之5
                    
                        瀏覽  437
                        
"
"    
                            海天管理委員會
                            
                        ","
電話  04-7266-156
                    
                        地址  彰化縣彰化市金馬路一段521巷6號1樓
                    
                        瀏覽  501
                        
"
"    
                            泰山新時代管理委員會
                            
                        ","
電話  04-8368-967
                    
                        地址  彰化縣員林鎮成功路88巷7號1樓
                    
                        瀏覽  409
                        
"
"    
                            泰山大世紀領袖特區管理委員會
                            
                        ","
電話  04-8372-791
                    
                        地址  彰化縣員林鎮浮圳路二段473巷2號之1
                    
                        瀏覽  380
                        
"
"    
                            民生花園廣場管理委員會
                            
                        ","
電話  04-7285-114
                    
                        地址  彰化縣彰化市三民路237巷30弄1號
                    
                        瀏覽  327
                        
"
"    
                            民生山水公寓大廈管理委員會
                            
                        ","
電話  04-7251-035
                    
                        地址  彰化縣彰化市長興街133號
                    
                        瀏覽  268
                        
"
"    
                            民族金鑽管理委員會
                            
                        ","
電話  04-7286-800
                    
                        地址  彰化縣彰化市民族路522號
                    
                        瀏覽  270
                        
"
"    
                            歡喜國社區管理委員會
                            
                        ","
電話  04-7278-090
                    
                        地址  彰化縣彰化市自立街204號之1
                    
                        瀏覽  250
                        
"
"    
                            天第社區管理委員會
                            
                        ","
電話  04-7123-909
                    
                        地址  彰化縣彰化市埔陽街172巷1號
                    
                        瀏覽  349
                        
"
"    
                            歐堡新廈管理委員會
                            
                        ","
電話  04-7364-047
                    
                        地址  彰化縣彰化市辭修北路198巷49弄6號之1
                    
                        瀏覽  538
                        
"
"    
                            櫻花歐洲村社區管理委員會
                            
                        ","
電話  04-8533-317
                    
                        地址  彰化縣大村鄉櫻花路30號
                    
                        瀏覽  637
                        
"
"    
                            榮耀首璽社區管理委員會
                            
                        ","
電話  04-7233-369
                    
                        地址  彰化縣彰化市泰和路一段90巷1號
                    
                        瀏覽  222
                        
"
"    
                            榮耀磐石社區管理委員會
                            
                        ","
電話  04-7127-337
                    
                        地址  彰化縣彰化市南成街71號
                    
                        瀏覽  302
                        
"
"    
                            桂冠鴻運金管理委員會
                            
                        ","
電話  04-8328-251
                    
                        地址  彰化縣員林鎮浮圳路二段378號
                    
                        瀏覽  297
                        
"
"    
                            書香臻邸管理委員會
                            
                        ","
電話  04-8377-346
                    
                        地址  彰化縣員林鎮三民東街202號
                    
                        瀏覽  603
                        
"
"    
                            曉陽桂冠公寓大廈管理委員會
                            
                        ","
電話  04-7281-461
                    
                        地址  彰化縣彰化市曉陽路105號
                    
                        瀏覽  230
                        
"
"    
                            新彰化國宅管理委員會
                            
                        ","
電話  04-7241-490
                    
                        地址  彰化縣彰化市彰益街87號
                    
                        瀏覽  379
                        
"
"    
                            教育家公寓大廈管理委員會
                            
                        ","
電話  04-7274-040
                    
                        地址  彰化縣彰化市中山路二段874巷39號
                    
                        瀏覽  296
                        
"
"    
                            擎天大樓公寓大廈管理委員會
                            
                        ","
電話  04-7273-180
                    
                        地址  彰化縣彰化市民族路99號1樓
                    
                        瀏覽  611
                        
"
"    
                            御花園第二期大廈管理委員會
                            
                        ","
電話  04-8337-007
                    
                        地址  彰化縣員林鎮永安街107號1樓
                    
                        瀏覽  236
                        
"
"    
                            御花園住戶管理委員會
                            
                        ","
電話  04-8336-103
                    
                        地址  彰化縣員林鎮大勇街31號1樓
                    
                        瀏覽  236
                        
"
"    
                            彰化縣員林國民住宅社區管理委員會
                            
                        ","
電話  04-8399-768
                    
                        地址  彰化縣員林鎮林森路231巷6號
                    
                        瀏覽  170
                        
"
"    
                            彰化新都公寓大廈管理委員會
                            
                        ","
電話  04-7366-202
                    
                        地址  彰化縣和美鎮東萊路79號之6
                    
                        瀏覽  202
                        
"
"    
                            建源龍大地學區廣場管理委員會
                            
                        ","
電話  04-8334-442
                    
                        地址  彰化縣員林鎮成功東路138巷1號
                    
                        瀏覽  206
                        
"
"    
                            建源羅馬大地管理委員會
                            
                        ","
電話  04-8330-364
                    
                        地址  彰化縣員林鎮員水路二段350號
                    
                        瀏覽  230
                        
"
"    
                            建源春日公寓大廈管理委員會
                            
                        ","
電話  04-8346-021
                    
                        地址  彰化縣員林鎮大仁南街125巷1號
                    
                        瀏覽  273
                        
"
"    
                            建源春境公寓大廈管理委員會（守衛室）
                            
                        ","
電話  04-8360-265
                    
                        地址  彰化縣員林鎮浮圳路二段404巷23弄12號之1
                    
                        瀏覽  497
                        
"
"    
                            師大芳鄰管理委員會
                            
                        ","
電話  04-7285-073
                    
                        地址  彰化縣彰化市力行路94號
                    
                        瀏覽  226
                        
"
"    
                            帝寶社區管理委員會
                            
                        ","
電話  04-7636-810
                    
                        地址  彰化縣彰化市辭修路366巷2號
                    
                        瀏覽  357
                        
"
"    
                            巨匠傳承社區管理委員會
                            
                        ","
電話  04-7618-445
                    
                        地址  彰化縣彰化市中華西路143巷39弄12號
                    
                        瀏覽  273
                        
"
"    
                            榮耀世紀社區管理委員會
                            
                        ","
電話  04-7522-179
                    
                        地址  彰化縣彰化市彰草路45巷1號
                    
                        瀏覽  451
                        
"
"    
                            富麗大鎮管理委員會
                            
                        ","
電話  04-7777-705
                    
                        地址  彰化縣鹿港鎮鹿東路二段667號
                    
                        瀏覽  474
                        
"
"    
                            富裔社區管理委員會
                            
                        ","
電話  04-7203-241
                    
                        地址  彰化縣彰化市泰和中街436巷1號
                    
                        瀏覽  291
                        
"
"    
                            太子森活公寓大廈管理委員會
                            
                        ","
電話  04-7365-449
                    
                        地址  彰化縣彰化市辭修北路167巷67號
                    
                        瀏覽  319
                        
"
"    
                            太子哈佛公寓大廈管理委員會
                            
                        ","
電話  04-7284-858
                    
                        地址  彰化縣彰化市泰和中街60號
                    
                        瀏覽  253
                        
"
"    
                            大葉首席社區住戶管理委員會
                            
                        ","
電話  04-8532-777
                    
                        地址  彰化縣大村鄉山腳路15號之7
                    
                        瀏覽  197
                        
"
"    
                            大葉學苑公寓大廈管理委員會
                            
                        ","
電話  04-8533-937
                    
                        地址  彰化縣大村鄉山腳路47號之22
                    
                        瀏覽  179
                        
"
"    
                            大官山社區管理委員會
                            
                        ","
電話  04-7116-373
                    
                        地址  彰化縣彰化市埔西街162號
                    
                        瀏覽  311
                        
"
"    
                            墅根社區管理委員會
                            
                        ","
電話  04-7623-228
                    
                        地址  彰化縣彰化市辭修路507巷2號
                    
                        瀏覽  245
                        
"
"    
                            城市小貴族管理委員會
                            
                        ","
電話  04-7274-974
                    
                        地址  彰化縣彰化市中正路一段286號1樓
                    
                        瀏覽  304
                        
"
"    
                            地球村公寓大廈管理委員會
                            
                        ","
電話  04-7389-534
                    
                        地址  彰化縣彰化市彰南路二段348巷130號
                    
                        瀏覽  363
                        
"
"    
                            國際富都公寓大廈管理委員會
                            
                        ","
電話  05-2832-265
                    
                        地址  嘉義市自強街195巷17號
                    
                        瀏覽  380
                        
"
"    
                            嘉義市精國新城Ｃ社區管理委員會
                            
                        ","
電話  05-2238-502
                    
                        地址  嘉義市仁愛路240巷2號
                    
                        瀏覽  438
                        
"
"    
                            公園別墅大樓管理委員會
                            
                        ","
電話  05-2766-390
                    
                        地址  嘉義市中山路25號
                    
                        瀏覽  227
                        
"
"    
                            凱悅大第公寓大廈管理委員會
                            
                        ","
電話  05-2841-473
                    
                        地址  嘉義市自強街195巷34號之2
                    
                        瀏覽  315
                        
"
"    
                            南京大樓管理委員會
                            
                        ","
電話  05-2862-630
                    
                        地址  嘉義市湖內里湖子內32號之1
                    
                        瀏覽  549
                        
"
"    
                            蘭潭ＤＣ－Ｄ棟大樓管理委員會
                            
                        ","
電話  05-2759-016
                    
                        地址  嘉義市小雅路183號
                    
                        瀏覽  1268
                        
"
"    
                            嘉義市漢唐天下大樓管理委員會
                            
                        ","
電話  05-2840-101
                    
                        地址  嘉義市新建街8巷17號
                    
                        瀏覽  628
                        
"
"    
                            彩虹大道公寓大廈管理委員會
                            
                        ","
電話  05-2860-621
                    
                        地址  嘉義市南京路15巷9號2樓之2
                    
                        瀏覽  384
                        
"
"    
                            舞河社區管理委員會
                            
                        ","
電話  05-2305-720
                    
                        地址  嘉義市溪興街6巷2號
                    
                        瀏覽  591
                        
"
"    
                            首亞大富大廈管理委員會
                            
                        ","
電話  05-2857-626
                    
                        地址  嘉義市新民路186巷33號
                    
                        瀏覽  225
                        
"
"    
                            順利雙星堡公寓大廈管理委員會
                            
                        ","
電話  05-2756-830
                    
                        地址  嘉義市金龍街30號
                    
                        瀏覽  285
                        
"
"    
                            震群清庭社區管理委員會
                            
                        ","
電話  05-2238-346
                    
                        地址  嘉義市芳草里草地尾7號之14
                    
                        瀏覽  169
                        
"
"    
                            震大美墅管理委員會
                            
                        ","
電話  05-2165-560
                    
                        地址  嘉義市宣信街23巷16號
                    
                        瀏覽  264
                        
"
"    
                            集品公寓大廈管理維護有限公司
                            
                        ","
電話  05-2831-010
                    
                        地址  嘉義市蘭州二街103號
                    
                        瀏覽  237
                        
"
"    
                            雅典公寓大廈管理委員會
                            
                        ","
電話  05-2786-910
                    
                        地址  嘉義市林森西路11號
                    
                        瀏覽  328
                        
"
"    
                            陽光花園廣場(公寓大廈管理委員會)
                            
                        ","
電話  05-2714-197
                    
                        地址  嘉義市台斗街57號之16
                    
                        瀏覽  702
                        
"
"    
                            長春世家管理委員會
                            
                        ","
電話  05-2276-991
                    
                        地址  嘉義市公明路372號
                    
                        瀏覽  337
                        
"
"    
                            長億花園廣場社區管理委員會
                            
                        ","
電話  05-2772-552
                    
                        地址  嘉義市博東路159號
                    
                        瀏覽  1001
                        
"
"    
                            金財神大樓管理委員會
                            
                        ","
電話  05-2285-529
                    
                        地址  嘉義市民族路608號
                    
                        瀏覽  413
                        
"
"    
                            豪門貴族大樓管理委員會
                            
                        ","
電話  05-2752-996
                    
                        地址  嘉義市大雅路二段495巷33號
                    
                        瀏覽  549
                        
"
"    
                            觀天下大廈管理委員會（吳宜珍）
                            
                        ","
電話  05-2862-871
                    
                        地址  嘉義市新民路394號
                    
                        瀏覽  499
                        
"
"    
                            蘭潭新境麗園大廈管理委員會
                            
                        ","
電話  05-2779-040
                    
                        地址  嘉義市文雅街219號
                    
                        瀏覽  322
                        
"
"    
                            蘭潭市民大樓管理委員會
                            
                        ","
電話  05-2761-418
                    
                        地址  嘉義市文雅街148號
                    
                        瀏覽  274
                        
"
"    
                            蘭潭ＤＣ－Ｃ棟公寓大廈管理委員會
                            
                        ","
電話  05-2784-799
                    
                        地址  嘉義市小雅路191號
                    
                        瀏覽  198
                        
"
"    
                            蘭潭ＤＣ社區Ｇ棟公寓大廈管理委員會
                            
                        ","
電話  05-2757-677
                    
                        地址  嘉義市小雅路343號1樓
                    
                        瀏覽  282
                        
"
"    
                            藝術第一家大樓管理委員會
                            
                        ","
電話  05-2332-536
                    
                        地址  嘉義市德明路75號6樓之1
                    
                        瀏覽  319
                        
"
"    
                            萊茵城堡社區管理委員會
                            
                        ","
電話  05-2776-776
                    
                        地址  嘉義市長竹里水源地34號之45
                    
                        瀏覽  190
                        
"
"    
                            英統金鑽大樓管理委員會
                            
                        ","
電話  05-2333-016
                    
                        地址  嘉義市國賢一街68號
                    
                        瀏覽  240
                        
"
"    
                            花開富貴大樓管理委員會
                            
                        ","
電話  05-2325-253
                    
                        地址  嘉義市八德路324號16樓之2
                    
                        瀏覽  228
                        
"
"    
                            自然社區管理委員會
                            
                        ","
電話  05-2771-623
                    
                        地址  嘉義市金龍街124號之5
                    
                        瀏覽  130
                        
"
"    
                            綠芙園公寓大廈管理委員會
                            
                        ","
電話  05-2326-171
                    
                        地址  嘉義市友愛路729號
                    
                        瀏覽  221
                        
"
"    
                            經國新城Ｕ社區管理委員會
                            
                        ","
電話  05-2844-078
                    
                        地址  嘉義市興業西路179號之1,1樓
                    
                        瀏覽  189
                        
"
"    
                            經國新城Ｒ社區管理委員會
                            
                        ","
電話  05-2252-275
                    
                        地址  嘉義市新榮路1號之1
                    
                        瀏覽  655
                        
"
"    
                            經國新城Ｐ３社區管理委員會
                            
                        ","
電話  05-2841-745
                    
                        地址  嘉義市志昇街99號1樓
                    
                        瀏覽  206
                        
"
"    
                            經國新城Ｐ２社區管理委員會
                            
                        ","
電話  05-2844-829
                    
                        地址  嘉義市志昇街107號
                    
                        瀏覽  191
                        
"
"    
                            經國新城Ｐ１管理委員會
                            
                        ","
電話  05-2840-580
                    
                        地址  嘉義市志昇街119號
                    
                        瀏覽  860
                        
"
"    
                            經國新城Ｍ社區管理委員會
                            
                        ","
電話  05-2220-935
                    
                        地址  嘉義市新榮路16號1樓
                    
                        瀏覽  450
                        
"
"    
                            經國新城Ｊ社區管理委員會
                            
                        ","
電話  05-2238-160
                    
                        地址  嘉義市永安街347號1樓
                    
                        瀏覽  191
                        
"
"    
                            經國新城Ｆ２社區管理委員會
                            
                        ","
電話  05-2844-466
                    
                        地址  嘉義市志昇街108號1樓
                    
                        瀏覽  168
                        
"
"    
                            經國新城Ｄ社區管理委員會
                            
                        ","
電話  05-2252-630
                    
                        地址  嘉義市永安街300號
                    
                        瀏覽  640
                        
"
"    
                            第一英郡大樓管理委員會
                            
                        ","
電話  05-2754-827
                    
                        地址  嘉義市義教街627號
                    
                        瀏覽  197
                        
"
"    
                            第一家庭公寓大廈管理委員會
                            
                        ","
電話  05-2335-270
                    
                        地址  嘉義市興達路541號
                    
                        瀏覽  320
                        
"
"    
                            碧富邑公寓大廈管理委員會
                            
                        ","
電話  05-2290-459
                    
                        地址  嘉義市吳鳳南路547巷16號
                    
                        瀏覽  205
                        
"
"    
                            生活新都心大樓管理委員會
                            
                        ","
電話  05-2366-290
                    
                        地址  嘉義市永福一街7號
                    
                        瀏覽  179
                        
"
"    
                            瑞滿堂大廈管理委員會
                            
                        ","
電話  05-2313-926
                    
                        地址  嘉義市德福街9號
                    
                        瀏覽  150
                        
"
